date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:12:58	536224/536224	---M--	200	added ('OK')	image/png	etag:048e5489fbde84c42a254cfd60acae91	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cb9ff8b6-4b8f-485e-97d6-b5720e059ef7.png?h=712f64b8778545f515cdd02546409f3e	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cb9ff8b6-4b8f-485e-97d6-b5720e059ef7a123.png	(from https://mohs0025.myportfolio.com/about-me)
00:12:58	579307/579307	---M--	200	added ('OK')	image/png	etag:2c1c1e8565ca536b02cf32ddcac7a3c5	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cb9ff8b6-4b8f-485e-97d6-b5720e059ef7_rw_1200.png?h=a291c82c558ffe1c0176f37099840dfd	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/cb9ff8b6-4b8f-485e-97d6-b5720e059ef7_rw_12002ead.png	(from https://mohs0025.myportfolio.com/about-me)
00:12:59	631039/631039	---M--	200	added ('OK')	image/jpeg	etag:38b3fffd30da9e6949fa5c6fbfb4798a	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/4b5f815e-f279-44e2-b823-effd57c105ef_rwc_0x119x1638x2181x1638.jpg?h=8995844071af303c320724aff34de98c	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/4b5f815e-f279-44e2-b823-effd57c105ef_rwc_0x119x1638x2181x1638bc82.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:12:59	43171/43171	---M--	200	added ('OK')	text/css	etag:a2f13dbbad85c1f6e0f93e8be1bbba7b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/1eb492b0f239cf717cde66c53a2b8dfc1753243330.css?h=2ea43c68eac7affbb8acdf8ffec215f7	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/1eb492b0f239cf717cde66c53a2b8dfc17532433301c35.css	(from https://mohs0025.myportfolio.com/book-design)
00:12:59	65260/65260	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:12:59%20GMT	https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection	D:/sites/test/mohs0025.myportfolio.com/hans-wilhelm-children-book-collection.html	(from https://mohs0025.myportfolio.com/book-design)
00:12:59	6123/6123	---M--	200	added ('OK')	image/jpeg	etag:175f6aed8c0bb149f7f8ea77b5d1d3ea	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/4b5f815e-f279-44e2-b823-effd57c105ef_rwc_0x119x1638x2181x32.jpg?h=21f42048ccd8352cd055e2ba55b878f7	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/4b5f815e-f279-44e2-b823-effd57c105ef_rwc_0x119x1638x2181x324736.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:12:59	43636/43636	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:12:59%20GMT	https://mohs0025.myportfolio.com/storytelling-in-short-films	D:/sites/test/mohs0025.myportfolio.com/storytelling-in-short-films.html	(from https://mohs0025.myportfolio.com/book-design)
00:13:00	1873/1873	---M--	200	added ('OK')	image/jpeg	etag:6de49277cc02b96340fcf5ae493d0b1a	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/603f7b7a-e246-4ced-83bf-c367e04785bf_rwc_0x60x600x799x32.jpg?h=df90c29ef56028700e1e66627959eb7e	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/603f7b7a-e246-4ced-83bf-c367e04785bf_rwc_0x60x600x799x329ea5.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:13:00	1882/1882	---M--	200	added ('OK')	image/jpeg	etag:0c06a5ed022ca0fe03585971beda5f3c	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/831f5aff-e1ac-4752-aa63-f9e8ec4a2014_rwc_0x50x500x665x32.jpg?h=6195ff55680f414f49c7a1c745365a9d	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/831f5aff-e1ac-4752-aa63-f9e8ec4a2014_rwc_0x50x500x665x32f769.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:13:00	50031/50031	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:00%20GMT	https://mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes	D:/sites/test/mohs0025.myportfolio.com/cahiers-du-cinema-grands-cineastes.html	(from https://mohs0025.myportfolio.com/book-design)
00:13:00	1635/1635	---M--	200	added ('OK')	image/jpeg	etag:9d87a37f6a3abd3f11a2c3098183bac8	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/7e2a00ce-c7a3-4b09-b3fb-0d993d5edfe9_rwc_12x0x381x508x32.jpg?h=40c54371634ba723dd342a35c32dcd06	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/7e2a00ce-c7a3-4b09-b3fb-0d993d5edfe9_rwc_12x0x381x508x324c5b.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:13:01	2266/2266	---M--	200	added ('OK')	image/jpeg	etag:b3247b19ba22de12034e640c17f0511f	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0f84235c-015f-477f-b0ce-4106bc3864b8_rwc_23x0x725x966x32.jpg?h=28eb9ea26fddd2d51c69ca0debb23837	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0f84235c-015f-477f-b0ce-4106bc3864b8_rwc_23x0x725x966x326e77.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:13:01	41707/41707	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:01%20GMT	https://mohs0025.myportfolio.com/david-walliams-books	D:/sites/test/mohs0025.myportfolio.com/david-walliams-books.html	(from https://mohs0025.myportfolio.com/book-design)
00:13:01	5583/5583	---M--	200	added ('OK')	image/jpeg	etag:adf2b9a91eff601a90f5396b93d2d0ae	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/1a316e7c-d85b-4db9-9a82-72f0be1d80b3_rwc_0x35x1130x1504x32.jpg?h=09c27dc422974b2960a62ccb9ed10add	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/1a316e7c-d85b-4db9-9a82-72f0be1d80b3_rwc_0x35x1130x1504x32a335.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:13:01	5580/5580	---M--	200	added ('OK')	image/jpeg	etag:5fbd16c1a7da35f79aacef64aaf5563a	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/bd2014c3-4c14-4ed6-aa69-32e02ddc8997_rwc_0x20x1154x1536x32.jpg?h=86f82bd19c8ce84c401f93e06d4d2535	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/bd2014c3-4c14-4ed6-aa69-32e02ddc8997_rwc_0x20x1154x1536x3210f2.jpg	(from https://mohs0025.myportfolio.com/book-design)
00:13:03	43171/43171	---M--	200	added ('OK')	text/css	etag:25cd8e7e729dfaa77b891e9daa226595	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/464ba9dfdd4af4595a978829528045e01753243330.css?h=aa46d6c3848053e876b59df1975d0358	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/464ba9dfdd4af4595a978829528045e017532433301351.css	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:03	1587799/1587799	---M--	200	added ('OK')	image/png	etag:3e28a9a05118bbc42f568801f4f4a2f9	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fe77609b-b089-4b78-93a1-4447a7d83cc6_rwc_248x0x1216x1620x1216.png?h=ebb14c483960f7463720b3f8b5ddea4d	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fe77609b-b089-4b78-93a1-4447a7d83cc6_rwc_248x0x1216x1620x121631cf.png	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:03	44722/44722	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:03%20GMT	https://mohs0025.myportfolio.com/copy-of-casa-mexico-1	D:/sites/test/mohs0025.myportfolio.com/copy-of-casa-mexico-1.html	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:03	12586/12586	---M--	200	added ('OK')	image/jpeg	etag:39428559077426f43c22287583fc6d1c	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/01109fc7-af30-4bb8-9d4c-75e06e00c3d7_rwc_27x0x1983x2641x32.jpg?h=8e034d86bdb9de820bc427e9ad191ad8	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/01109fc7-af30-4bb8-9d4c-75e06e00c3d7_rwc_27x0x1983x2641x32f548.jpg	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:03	3987/3987	---M--	200	added ('OK')	image/png	etag:71a59967c997ff51ffd1ed15525bc78c	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fe77609b-b089-4b78-93a1-4447a7d83cc6_rwc_248x0x1216x1620x32.png?h=9ca2f260690d9d5d95e2eae63ab7981f	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fe77609b-b089-4b78-93a1-4447a7d83cc6_rwc_248x0x1216x1620x323b3c.png	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:03	51680/51680	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:03%20GMT	https://mohs0025.myportfolio.com/copy-of-casa-mexico	D:/sites/test/mohs0025.myportfolio.com/copy-of-casa-mexico.html	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:04	17383/17383	---M--	200	added ('OK')	image/jpeg	etag:69cc892bd13f4f248b4215c4923b126b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/f8032da5-8390-4d68-8391-35fb1ab3178b_rwc_957x0x1931x2573x32.jpg?h=1bb636e865e1a0c8fa389bbc976bf51e	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/f8032da5-8390-4d68-8391-35fb1ab3178b_rwc_957x0x1931x2573x328485.jpg	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:04	4434/4434	---M--	200	added ('OK')	image/png	etag:042771f3445748d621fd42876217d40b	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ad8434b7-e33f-4e11-9b0f-4750f27ff406_rwc_356x0x1824x2430x32.png?h=249ba9712382613c4237866e3a5effea	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ad8434b7-e33f-4e11-9b0f-4750f27ff406_rwc_356x0x1824x2430x328bf5.png	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:04	36275/36275	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:04%20GMT	https://mohs0025.myportfolio.com/copy-of-astronomy	D:/sites/test/mohs0025.myportfolio.com/copy-of-astronomy.html	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:04	2683/2683	---M--	200	added ('OK')	image/jpeg	etag:23be435489b30ea299419d29828db0b6	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/7b85cc75-dedc-4130-bb90-dd6672dc1ab9_rwc_0x365x700x932x32.jpg?h=238cd260c0d6fbbbeeef421ebc40dbe0	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/7b85cc75-dedc-4130-bb90-dd6672dc1ab9_rwc_0x365x700x932x32b10a.jpg	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:05	4173/4173	---M--	200	added ('OK')	image/png	etag:f7aa04a3efe11c49d8dc2913496e4f90	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/778474d1-f38b-4aec-88ef-50b05df2cdaa_rwc_372x0x1820x2424x32.png?h=2c9e02e6670ce7ffd47a0103c8acc2a2	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/778474d1-f38b-4aec-88ef-50b05df2cdaa_rwc_372x0x1820x2424x32a0c9.png	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:05	36535/36535	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:05%20GMT	https://mohs0025.myportfolio.com/astronomy	D:/sites/test/mohs0025.myportfolio.com/astronomy.html	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:05	4153/4153	---M--	200	added ('OK')	image/png	etag:7fe2d28a28555440c21f3c8fe8d0db3d	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0d4a1fa8-a048-4d43-bc2c-76cda7a0d07d_carw_3x4x32.png?h=067961ddccba3185c9d4a3e46f9e4dc2	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/0d4a1fa8-a048-4d43-bc2c-76cda7a0d07d_carw_3x4x32c525.png	(from https://mohs0025.myportfolio.com/web-design-development)
00:13:06	261199/261199	---M--	200	added ('OK')	image/jpeg	etag:6c3553302f1d24d28539933350ccf180	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ef4fdc68-35e1-4aff-bb67-68c9e2585c65_car_3x4.jpg?h=97fda17b244e0cf4850002d396e197d5	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ef4fdc68-35e1-4aff-bb67-68c9e2585c65_car_3x4e645.jpg	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:06	43171/43171	---M--	200	added ('OK')	text/css	etag:049b8399c371cb4122823834ca968ad1	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/4bd10b425d0c68450ae7b5190b90d6da1753243330.css?h=33262bd28c32e23b3524884aa258432b	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/4bd10b425d0c68450ae7b5190b90d6da17532433309089.css	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:06	40797/40797	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:06%20GMT	https://mohs0025.myportfolio.com/copy-of-the-noon	D:/sites/test/mohs0025.myportfolio.com/copy-of-the-noon.html	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:06	9998/9998	---M--	200	added ('OK')	image/jpeg	etag:2651dc8aa99275009f43e829a6dd581f	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ef4fdc68-35e1-4aff-bb67-68c9e2585c65_carw_3x4x32.jpg?h=ddd0ad44e1d03558e0c6f1407044a803	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/ef4fdc68-35e1-4aff-bb67-68c9e2585c65_carw_3x4x320945.jpg	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:07	34713/34713	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:06%20GMT	https://mohs0025.myportfolio.com/copy-of-book-nook-1	D:/sites/test/mohs0025.myportfolio.com/copy-of-book-nook-1.html	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:07	1071/1071	---M--	200	added ('OK')	image/jpeg	etag:4069510ba5355d0bd8bfe3322004a97f	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/db194d2f-1a49-4edb-bad8-0f424c173fcf_carw_3x4x32.jpg?h=e4e9f26774eb83b3aa4a57feb795adc1	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/db194d2f-1a49-4edb-bad8-0f424c173fcf_carw_3x4x32a42a.jpg	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:07	29337/29337	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Sep%202025%2004:13:07%20GMT	https://mohs0025.myportfolio.com/copy-of-book-nook	D:/sites/test/mohs0025.myportfolio.com/copy-of-book-nook.html	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:07	3733/3733	---M--	200	added ('OK')	image/jpeg	etag:ffd763361aa917c2f0f9b915f586e11a	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fb515867-f57d-4714-8645-5db2820d7d3e_carw_3x4x32.jpg?h=acd04a3aab43d01f6a18573311410732	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/fb515867-f57d-4714-8645-5db2820d7d3e_carw_3x4x323a4e.jpg	(from https://mohs0025.myportfolio.com/ui-ux-design-moodboards)
00:13:08	80669/80669	---M--	200	added ('OK')	text/css	etag:38a99214fe08e27686e2348f5dbdcf48	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/29e549082b03b95dfc7d3ad1146739671753243330.css?h=5d7341ab6afe57bc75bafb0ea052859d	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/29e549082b03b95dfc7d3ad1146739671753243330a073.css	(from https://mohs0025.myportfolio.com/contact)
00:13:08	24717/24717	---M--	200	added ('OK')	image/png	etag:a783da85ce06ce24844c4386f530ad24	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/10126ea3-99af-404d-aa74-2de5b1b35d35.png?h=1d84ea818cc47d7ca3dbc608fb9d193c	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/10126ea3-99af-404d-aa74-2de5b1b35d359533.png	(from https://mohs0025.myportfolio.com/contact)
00:13:08	20669/20669	---M--	200	added ('OK')	image/png	etag:5384dd32f0cac387a01fa3ac3f630d6d	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/10126ea3-99af-404d-aa74-2de5b1b35d35_rw_1200.png?h=fc60581b819135aba5a4d93aa88b2642	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/10126ea3-99af-404d-aa74-2de5b1b35d35_rw_120040ac.png	(from https://mohs0025.myportfolio.com/contact)
00:13:09	75539/75539	---M--	200	added ('OK')	text/css	etag:a432a2213bf021da2daa72200986ad2e	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/3fd7aac2cf525914095fd7ebc77a97991753243330.css?h=e7eab5e53325402606d62193f8b3013e	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/3fd7aac2cf525914095fd7ebc77a97991753243330cf94.css	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:09	180960/180960	---M--	200	added ('OK')	image/png	etag:5ef4cb78d2cd57140eb69f8e34152b9c	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b795e07a-b134-47db-a3bb-61fabb626061.png?h=c49bf27b21f4eda3e9b28c4a4a7581c5	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b795e07a-b134-47db-a3bb-61fabb6260618691.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
00:13:09	208400/208400	---M--	200	added ('OK')	image/png	etag:e9df727d4dfdc89c1a33d9a44e2618ec	https://cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b795e07a-b134-47db-a3bb-61fabb626061_rw_600.png?h=52816ad3b608ad7559efcaad0a2c0687	D:/sites/test/cdn.myportfolio.com/74aaa573-b028-4ea9-82af-e181d3d000e1/b795e07a-b134-47db-a3bb-61fabb626061_rw_6004b48.png	(from https://mohs0025.myportfolio.com/hans-wilhelm-children-book-collection)
